,image,steering,random_shift,is_shift
395,IMG/center_2016_12_01_13_33_00_540.jpg,0.0,0,False
402, IMG/left_2016_12_01_13_33_00_841.jpg,0.23,0,False
403, IMG/right_2016_12_01_13_33_00_841.jpg,-0.23,0,False
404,IMG/center_2016_12_01_13_33_00_841.jpg,0.0,0,False
405, IMG/left_2016_12_01_13_33_00_943.jpg,0.23,0,False
408, IMG/left_2016_12_01_13_33_01_043.jpg,0.23,0,False
410,IMG/center_2016_12_01_13_33_01_043.jpg,0.0,0,False
413,IMG/center_2016_12_01_13_33_01_145.jpg,0.0,0,False
418, IMG/right_2016_12_01_13_33_01_345.jpg,-0.23,0,False
428,IMG/center_2016_12_01_13_33_02_559.jpg,0.0,0,False
431,IMG/center_2016_12_01_13_33_02_662.jpg,0.0,0,False
437,IMG/center_2016_12_01_13_33_02_864.jpg,0.0,0,False
447, IMG/left_2016_12_01_13_33_03_979.jpg,0.23,0,False
453, IMG/left_2016_12_01_13_33_04_182.jpg,0.23,0,False
459, IMG/left_2016_12_01_13_33_04_385.jpg,0.23,0,False
461,IMG/center_2016_12_01_13_33_04_385.jpg,0.0,0,False
463, IMG/right_2016_12_01_13_33_04_486.jpg,-0.23,0,False
472, IMG/right_2016_12_01_13_33_06_817.jpg,-0.23,0,False
475, IMG/right_2016_12_01_13_33_06_920.jpg,-0.23,0,False
476,IMG/center_2016_12_01_13_33_06_920.jpg,0.0,0,False
478, IMG/right_2016_12_01_13_33_07_022.jpg,-0.23,0,False
479,IMG/center_2016_12_01_13_33_07_022.jpg,0.0,0,False
481, IMG/right_2016_12_01_13_33_07_124.jpg,-0.23,0,False
485,IMG/center_2016_12_01_13_33_07_225.jpg,0.0,0,False
497,IMG/center_2016_12_01_13_33_07_629.jpg,0.0,0,False
513, IMG/left_2016_12_01_13_33_08_951.jpg,0.23,0,False
515,IMG/center_2016_12_01_13_33_08_951.jpg,0.0,0,False
518,IMG/center_2016_12_01_13_33_09_054.jpg,0.0,0,False
521,IMG/center_2016_12_01_13_33_09_155.jpg,0.0,0,False
522, IMG/left_2016_12_01_13_33_09_257.jpg,0.23,0,False
525, IMG/left_2016_12_01_13_33_09_357.jpg,0.23,0,False
529, IMG/right_2016_12_01_13_33_09_458.jpg,-0.23,0,False
542,IMG/center_2016_12_01_13_33_11_087.jpg,0.0,0,False
544, IMG/right_2016_12_01_13_33_11_188.jpg,-0.23,0,False
545,IMG/center_2016_12_01_13_33_11_188.jpg,0.0,0,False
551,IMG/center_2016_12_01_13_33_11_390.jpg,0.0,0,False
556, IMG/right_2016_12_01_13_33_11_591.jpg,-0.23,0,False
557,IMG/center_2016_12_01_13_33_11_591.jpg,0.0,0,False
558, IMG/left_2016_12_01_13_33_11_691.jpg,0.23,0,False
560,IMG/center_2016_12_01_13_33_11_691.jpg,0.0,0,False
563,IMG/center_2016_12_01_13_33_11_792.jpg,0.0,0,False
567, IMG/left_2016_12_01_13_33_11_993.jpg,0.23,0,False
573, IMG/left_2016_12_01_13_33_12_197.jpg,0.23,0,False
575,IMG/center_2016_12_01_13_33_12_197.jpg,0.0,0,False
576, IMG/left_2016_12_01_13_33_12_298.jpg,0.23,0,False
587,IMG/center_2016_12_01_13_33_12_604.jpg,0.0,0,False
588, IMG/left_2016_12_01_13_33_12_704.jpg,0.23,0,False
592, IMG/right_2016_12_01_13_33_12_806.jpg,-0.23,0,False
596,IMG/center_2016_12_01_13_33_12_909.jpg,0.0,0,False
603, IMG/left_2016_12_01_13_33_13_416.jpg,0.23,0,False
610, IMG/right_2016_12_01_13_33_13_620.jpg,-0.23,0,False
612, IMG/left_2016_12_01_13_33_13_722.jpg,0.23,0,False
625, IMG/right_2016_12_01_13_33_14_129.jpg,-0.23,0,False
628, IMG/right_2016_12_01_13_33_14_230.jpg,-0.23,0,False
632,IMG/center_2016_12_01_13_33_14_737.jpg,0.0,0,False
644,IMG/center_2016_12_01_13_33_15_140.jpg,0.0,0,False
650,IMG/center_2016_12_01_13_33_15_341.jpg,0.0,0,False
651, IMG/left_2016_12_01_13_33_15_443.jpg,0.23,0,False
656,IMG/center_2016_12_01_13_33_15_948.jpg,0.0,0,False
659,IMG/center_2016_12_01_13_33_16_049.jpg,0.0,0,False
660, IMG/left_2016_12_01_13_33_16_151.jpg,0.23,0,False
665,IMG/center_2016_12_01_13_33_16_252.jpg,0.0,0,False
666, IMG/left_2016_12_01_13_33_16_353.jpg,0.23,0,False
668,IMG/center_2016_12_01_13_33_16_353.jpg,0.0,0,False
669, IMG/left_2016_12_01_13_33_16_453.jpg,0.23,0,False
672, IMG/left_2016_12_01_13_33_16_856.jpg,0.23,0,False
674,IMG/center_2016_12_01_13_33_16_856.jpg,0.0,0,False
676, IMG/right_2016_12_01_13_33_16_957.jpg,-0.23,0,False
677,IMG/center_2016_12_01_13_33_16_957.jpg,0.0,0,False
683,IMG/center_2016_12_01_13_33_17_159.jpg,0.0,0,False
685, IMG/right_2016_12_01_13_33_17_260.jpg,-0.23,0,False
691, IMG/right_2016_12_01_13_33_17_463.jpg,-0.23,0,False
692,IMG/center_2016_12_01_13_33_17_463.jpg,0.0,0,False
695,IMG/center_2016_12_01_13_33_17_565.jpg,0.0,0,False
698,IMG/center_2016_12_01_13_33_17_668.jpg,0.0,0,False
699, IMG/left_2016_12_01_13_33_17_770.jpg,0.23,0,False
706, IMG/right_2016_12_01_13_33_18_475.jpg,-0.23,0,False
709, IMG/right_2016_12_01_13_33_18_575.jpg,-0.23,0,False
715, IMG/right_2016_12_01_13_33_18_777.jpg,-0.23,0,False
720, IMG/left_2016_12_01_13_33_18_979.jpg,0.23,0,False
723, IMG/left_2016_12_01_13_33_19_080.jpg,0.23,0,False
725,IMG/center_2016_12_01_13_33_19_080.jpg,0.0,0,False
732, IMG/left_2016_12_01_13_33_19_383.jpg,0.23,0,False
734,IMG/center_2016_12_01_13_33_19_383.jpg,0.0,0,False
737,IMG/center_2016_12_01_13_33_19_485.jpg,0.0,0,False
754, IMG/right_2016_12_01_13_33_20_091.jpg,-0.23,0,False
765, IMG/left_2016_12_01_13_33_20_999.jpg,0.23,0,False
767,IMG/center_2016_12_01_13_33_20_999.jpg,0.0,0,False
768, IMG/left_2016_12_01_13_33_21_101.jpg,0.23,0,False
771, IMG/left_2016_12_01_13_33_21_203.jpg,0.23,0,False
775, IMG/right_2016_12_01_13_33_21_303.jpg,-0.23,0,False
777, IMG/left_2016_12_01_13_33_21_404.jpg,0.23,0,False
780, IMG/left_2016_12_01_13_33_21_506.jpg,0.23,0,False
782,IMG/center_2016_12_01_13_33_21_506.jpg,0.0,0,False
783, IMG/left_2016_12_01_13_33_22_111.jpg,0.23,0,False
792, IMG/left_2016_12_01_13_33_22_416.jpg,0.23,0,False
793, IMG/right_2016_12_01_13_33_22_416.jpg,-0.23,0,False
794,IMG/center_2016_12_01_13_33_22_416.jpg,0.0,0,False
795, IMG/left_2016_12_01_13_33_22_516.jpg,0.23,0,False
798, IMG/left_2016_12_01_13_33_22_617.jpg,0.23,0,False
800,IMG/center_2016_12_01_13_33_22_617.jpg,0.0,0,False
806,IMG/center_2016_12_01_13_33_22_820.jpg,0.0,0,False
807, IMG/left_2016_12_01_13_33_22_922.jpg,0.23,0,False
809,IMG/center_2016_12_01_13_33_22_922.jpg,0.0,0,False
816, IMG/left_2016_12_01_13_33_23_225.jpg,0.23,0,False
821,IMG/center_2016_12_01_13_33_23_326.jpg,0.0,0,False
822, IMG/left_2016_12_01_13_33_23_428.jpg,0.23,0,False
833,IMG/center_2016_12_01_13_33_23_732.jpg,0.0,0,False
835, IMG/right_2016_12_01_13_33_23_833.jpg,-0.23,0,False
837, IMG/left_2016_12_01_13_33_23_934.jpg,0.23,0,False
852, IMG/left_2016_12_01_13_33_24_438.jpg,0.23,0,False
853, IMG/right_2016_12_01_13_33_24_438.jpg,-0.23,0,False
854,IMG/center_2016_12_01_13_33_24_438.jpg,0.0,0,False
860,IMG/center_2016_12_01_13_33_24_639.jpg,0.0,0,False
862, IMG/right_2016_12_01_13_33_24_741.jpg,-0.23,0,False
864, IMG/left_2016_12_01_13_33_24_842.jpg,0.23,0,False
872,IMG/center_2016_12_01_13_33_25_044.jpg,0.0,0,False
875,IMG/center_2016_12_01_13_33_25_551.jpg,0.0,0,False
878,IMG/center_2016_12_01_13_33_25_652.jpg,0.0,0,False
888, IMG/left_2016_12_01_13_33_26_053.jpg,0.23,0,False
894, IMG/left_2016_12_01_13_33_26_255.jpg,0.23,0,False
900, IMG/left_2016_12_01_13_33_26_455.jpg,0.23,0,False
902,IMG/center_2016_12_01_13_33_26_455.jpg,0.0,0,False
908,IMG/center_2016_12_01_13_33_26_659.jpg,0.0,0,False
917,IMG/center_2016_12_01_13_33_26_963.jpg,0.0,0,False
918, IMG/left_2016_12_01_13_33_27_063.jpg,0.23,0,False
928, IMG/right_2016_12_01_13_33_27_366.jpg,-0.23,0,False
938,IMG/center_2016_12_01_13_33_28_380.jpg,0.0,0,False
943, IMG/right_2016_12_01_13_33_28_584.jpg,-0.23,0,False
947,IMG/center_2016_12_01_13_33_28_685.jpg,0.0,0,False
948, IMG/left_2016_12_01_13_33_28_786.jpg,0.23,0,False
953,IMG/center_2016_12_01_13_33_28_887.jpg,0.0,0,False
965,IMG/center_2016_12_01_13_33_29_798.jpg,0.0,0,False
969, IMG/left_2016_12_01_13_33_30_000.jpg,0.23,0,False
973, IMG/right_2016_12_01_13_33_30_100.jpg,-0.23,0,False
977,IMG/center_2016_12_01_13_33_30_202.jpg,0.0,0,False
986,IMG/center_2016_12_01_13_33_30_506.jpg,0.0,0,False
990, IMG/left_2016_12_01_13_33_30_710.jpg,0.23,0,False
991, IMG/right_2016_12_01_13_33_30_710.jpg,-0.23,0,False
992,IMG/center_2016_12_01_13_33_30_710.jpg,0.0,0,False
995,IMG/center_2016_12_01_13_33_30_812.jpg,0.0,0,False
998,IMG/center_2016_12_01_13_33_30_912.jpg,0.0,0,False
999, IMG/left_2016_12_01_13_33_31_013.jpg,0.23,0,False
1008, IMG/left_2016_12_01_13_33_31_317.jpg,0.23,0,False
1011, IMG/left_2016_12_01_13_33_31_417.jpg,0.23,0,False
1012, IMG/right_2016_12_01_13_33_31_417.jpg,-0.23,0,False
1016,IMG/center_2016_12_01_13_33_31_518.jpg,0.0,0,False
1019,IMG/center_2016_12_01_13_33_31_620.jpg,0.0,0,False
1023, IMG/left_2016_12_01_13_33_31_822.jpg,0.23,0,False
1028,IMG/center_2016_12_01_13_33_31_923.jpg,0.0,0,False
1031,IMG/center_2016_12_01_13_33_32_031.jpg,0.0,0,False
1036, IMG/right_2016_12_01_13_33_33_549.jpg,-0.23,0,False
1040,IMG/center_2016_12_01_13_33_33_650.jpg,0.0,0,False
1043,IMG/center_2016_12_01_13_33_33_751.jpg,0.0,0,False
1047, IMG/left_2016_12_01_13_33_33_955.jpg,0.23,0,False
1050, IMG/left_2016_12_01_13_33_34_361.jpg,0.23,0,False
1052,IMG/center_2016_12_01_13_33_34_361.jpg,0.0,0,False
1053, IMG/left_2016_12_01_13_33_34_464.jpg,0.23,0,False
1057, IMG/right_2016_12_01_13_33_34_565.jpg,-0.23,0,False
1061,IMG/center_2016_12_01_13_33_34_667.jpg,0.0,0,False
1066, IMG/right_2016_12_01_13_33_34_868.jpg,-0.23,0,False
1067,IMG/center_2016_12_01_13_33_34_868.jpg,0.0,0,False
1070,IMG/center_2016_12_01_13_33_35_273.jpg,0.0,0,False
1073,IMG/center_2016_12_01_13_33_35_374.jpg,0.0,0,False
1077, IMG/left_2016_12_01_13_33_35_585.jpg,0.23,0,False
1083, IMG/left_2016_12_01_13_33_36_198.jpg,0.23,0,False
1089, IMG/left_2016_12_01_13_33_36_398.jpg,0.23,0,False
1091,IMG/center_2016_12_01_13_33_36_398.jpg,0.0,0,False
1100,IMG/center_2016_12_01_13_33_37_006.jpg,0.0,0,False
1108, IMG/right_2016_12_01_13_33_37_309.jpg,-0.23,0,False
1109,IMG/center_2016_12_01_13_33_37_309.jpg,0.0,0,False
1111, IMG/right_2016_12_01_13_33_37_411.jpg,-0.23,0,False
1115,IMG/center_2016_12_01_13_33_37_512.jpg,0.0,0,False
1120, IMG/right_2016_12_01_13_33_38_219.jpg,-0.23,0,False
1121,IMG/center_2016_12_01_13_33_38_219.jpg,0.0,0,False
1122, IMG/left_2016_12_01_13_33_38_321.jpg,0.23,0,False
1127,IMG/center_2016_12_01_13_33_38_423.jpg,0.0,0,False
1130,IMG/center_2016_12_01_13_33_38_525.jpg,0.0,0,False
1135, IMG/right_2016_12_01_13_33_38_729.jpg,-0.23,0,False
1138, IMG/right_2016_12_01_13_33_38_830.jpg,-0.23,0,False
1148,IMG/center_2016_12_01_13_33_39_948.jpg,0.0,0,False
1151,IMG/center_2016_12_01_13_33_40_049.jpg,0.0,0,False
1154,IMG/center_2016_12_01_13_33_40_861.jpg,0.0,0,False
1158, IMG/left_2016_12_01_13_33_41_063.jpg,0.23,0,False
1160,IMG/center_2016_12_01_13_33_41_063.jpg,0.0,0,False
1182, IMG/left_2016_12_01_13_33_41_872.jpg,0.23,0,False
1191, IMG/left_2016_12_01_13_33_42_177.jpg,0.23,0,False
1193,IMG/center_2016_12_01_13_33_42_177.jpg,0.0,0,False
1196,IMG/center_2016_12_01_13_33_42_278.jpg,0.0,0,False
1200, IMG/left_2016_12_01_13_33_43_089.jpg,0.23,0,False
1202,IMG/center_2016_12_01_13_33_43_089.jpg,0.0,0,False
1208,IMG/center_2016_12_01_13_33_43_795.jpg,0.0,0,False
1209, IMG/left_2016_12_01_13_33_43_895.jpg,0.23,0,False
1215, IMG/left_2016_12_01_13_33_44_096.jpg,0.23,0,False
1216, IMG/right_2016_12_01_13_33_44_096.jpg,-0.23,0,False
1223,IMG/center_2016_12_01_13_33_44_300.jpg,0.0,0,False
1226,IMG/center_2016_12_01_13_33_44_402.jpg,0.0,0,False
1229,IMG/center_2016_12_01_13_33_44_505.jpg,0.0,0,False
1233, IMG/left_2016_12_01_13_32_43_558.jpg,0.28219137,0,False
1239, IMG/left_2016_12_01_13_32_43_761.jpg,0.5979529,0,False
1241,IMG/center_2016_12_01_13_32_43_761.jpg,0.3679529,0,False
1242, IMG/left_2016_12_01_13_32_43_862.jpg,0.8084606,0,False
1243, IMG/right_2016_12_01_13_32_43_862.jpg,0.3484606,0,False
1244,IMG/center_2016_12_01_13_32_43_862.jpg,0.5784606,0,False
1245, IMG/left_2016_12_01_13_32_43_963.jpg,0.8084606,0,False
1247,IMG/center_2016_12_01_13_32_43_963.jpg,0.5784606,0,False
1254, IMG/left_2016_12_01_13_32_45_377.jpg,0.3204655,0,False
1255, IMG/right_2016_12_01_13_32_45_377.jpg,-0.1395345,0,False
1257, IMG/left_2016_12_01_13_32_45_477.jpg,0.3204655,0,False
1259,IMG/center_2016_12_01_13_32_45_477.jpg,0.09046549999999999,0,False
1260, IMG/left_2016_12_01_13_32_45_578.jpg,0.38744520000000005,0,False
1266, IMG/left_2016_12_01_13_32_45_780.jpg,0.4065823,0,False
1272, IMG/left_2016_12_01_13_32_46_285.jpg,0.1512541,0,False
1279, IMG/right_2016_12_01_13_32_46_486.jpg,-0.3087459,0,False
1281, IMG/left_2016_12_01_13_32_46_991.jpg,0.28219137,0,False
1286,IMG/center_2016_12_01_13_32_47_091.jpg,0.05219137,0,False
1288, IMG/right_2016_12_01_13_32_47_192.jpg,-0.1395345,0,False
1289,IMG/center_2016_12_01_13_32_47_192.jpg,0.09046549999999999,0,False
1290, IMG/left_2016_12_01_13_32_47_293.jpg,0.61709,0,False
1293, IMG/left_2016_12_01_13_32_47_394.jpg,0.5883844,0,False
1295,IMG/center_2016_12_01_13_32_47_394.jpg,0.3583844,0,False
1298,IMG/center_2016_12_01_13_32_47_495.jpg,0.05219137,0,False
1305, IMG/left_2016_12_01_13_32_48_302.jpg,0.17024281000000002,0,False
1312, IMG/right_2016_12_01_13_32_48_503.jpg,-0.28975719,0,False
1318, IMG/right_2016_12_01_13_32_48_705.jpg,-0.28975719,0,False
1327, IMG/right_2016_12_01_13_32_49_008.jpg,-0.28975719,0,False
1333, IMG/right_2016_12_01_13_32_49_210.jpg,-0.27076847000000004,0,False
1336, IMG/right_2016_12_01_13_32_49_514.jpg,-0.21608276,0,False
1339, IMG/right_2016_12_01_13_32_49_615.jpg,-0.21608276,0,False
1341, IMG/left_2016_12_01_13_32_49_715.jpg,0.24391724,0,False
1346,IMG/center_2016_12_01_13_32_51_437.jpg,0.01391724,0,False
1348, IMG/right_2016_12_01_13_32_51_538.jpg,-0.1012604,0,False
1350, IMG/left_2016_12_01_13_32_51_639.jpg,0.4448564,0,False
1352,IMG/center_2016_12_01_13_32_51_639.jpg,0.21485639999999998,0,False
1353, IMG/left_2016_12_01_13_32_51_740.jpg,0.4448564,0,False
1355,IMG/center_2016_12_01_13_32_51_740.jpg,0.21485639999999998,0,False
1360, IMG/right_2016_12_01_13_32_52_450.jpg,-0.46065560000000005,0,False
1361,IMG/center_2016_12_01_13_32_52_450.jpg,-0.23065560000000002,0,False
1363, IMG/right_2016_12_01_13_32_52_551.jpg,-0.46065560000000005,0,False
1366, IMG/right_2016_12_01_13_32_52_652.jpg,-0.38470079999999995,0,False
1371, IMG/left_2016_12_01_13_32_53_055.jpg,0.27262284000000003,0,False
1383, IMG/left_2016_12_01_13_32_53_459.jpg,0.48313059999999997,0,False
1387, IMG/right_2016_12_01_13_32_53_764.jpg,-0.36571200000000004,0,False
1389, IMG/left_2016_12_01_13_32_53_865.jpg,-0.048127400000000015,0,False
1390, IMG/right_2016_12_01_13_32_53_865.jpg,-0.5081274,0,False
1393, IMG/right_2016_12_01_13_32_53_966.jpg,-0.5555992000000001,0,False
1394,IMG/center_2016_12_01_13_32_53_966.jpg,-0.32559920000000003,0,False
1396, IMG/right_2016_12_01_13_32_54_067.jpg,-0.48913870000000004,0,False
1397,IMG/center_2016_12_01_13_32_54_067.jpg,-0.2591387,0,False
1399, IMG/right_2016_12_01_13_32_54_371.jpg,-0.19694569,0,False
1400,IMG/center_2016_12_01_13_32_54_371.jpg,0.03305431,0,False
1404, IMG/left_2016_12_01_13_32_54_574.jpg,0.3204655,0,False
1410, IMG/left_2016_12_01_13_32_54_775.jpg,0.47356200000000004,0,False
1413, IMG/left_2016_12_01_13_32_54_875.jpg,0.49269910000000006,0,False
1415,IMG/center_2016_12_01_13_32_54_875.jpg,0.2626991,0,False
1416, IMG/left_2016_12_01_13_32_54_976.jpg,0.49269910000000006,0,False
1417, IMG/right_2016_12_01_13_32_54_976.jpg,0.03269910000000001,0,False
1419, IMG/left_2016_12_01_13_32_55_078.jpg,0.49269910000000006,0,False
1425, IMG/left_2016_12_01_13_32_55_888.jpg,0.16074846,0,False
1426, IMG/right_2016_12_01_13_32_55_888.jpg,-0.29925154,0,False
1436,IMG/center_2016_12_01_13_32_56_191.jpg,-0.05975719,0,False
1437, IMG/left_2016_12_01_13_32_56_897.jpg,0.24391724,0,False
1440, IMG/left_2016_12_01_13_32_56_999.jpg,0.24391724,0,False
1442,IMG/center_2016_12_01_13_32_56_999.jpg,0.01391724,0,False
1445,IMG/center_2016_12_01_13_32_57_101.jpg,0.01391724,0,False
1449, IMG/left_2016_12_01_13_32_57_304.jpg,0.5788158,0,False
1451,IMG/center_2016_12_01_13_32_57_304.jpg,0.3488158,0,False
1452, IMG/left_2016_12_01_13_32_57_405.jpg,0.5788158,0,False
1456, IMG/right_2016_12_01_13_32_57_507.jpg,-0.1395345,0,False
1457,IMG/center_2016_12_01_13_32_57_507.jpg,0.09046549999999999,0,False
1459, IMG/right_2016_12_01_13_32_57_709.jpg,-0.3467233,0,False
1468, IMG/right_2016_12_01_13_32_58_012.jpg,-0.3467233,0,False
1470, IMG/left_2016_12_01_13_32_58_113.jpg,0.13226538000000002,0,False
1471, IMG/right_2016_12_01_13_32_58_113.jpg,-0.32773462,0,False
1476, IMG/left_2016_12_01_13_32_59_124.jpg,0.25348577,0,False
1484,IMG/center_2016_12_01_13_32_59_325.jpg,0.061759900000000006,0,False
1486, IMG/right_2016_12_01_13_32_59_427.jpg,-0.12996600000000003,0,False
1487,IMG/center_2016_12_01_13_32_59_427.jpg,0.100034,0,False
1491, IMG/left_2016_12_01_13_32_59_628.jpg,0.38744520000000005,0,False
1494, IMG/left_2016_12_01_13_32_59_730.jpg,0.38744520000000005,0,False
1503, IMG/left_2016_12_01_13_33_01_750.jpg,0.35873960000000005,0,False
1509, IMG/left_2016_12_01_13_33_01_951.jpg,0.3970138,0,False
1518, IMG/left_2016_12_01_13_33_02_255.jpg,0.3970138,0,False
1521, IMG/left_2016_12_01_13_33_02_357.jpg,0.38744520000000005,0,False
1525, IMG/right_2016_12_01_13_33_02_966.jpg,-0.21608276,0,False
1527, IMG/left_2016_12_01_13_33_03_068.jpg,0.3970138,0,False
1539, IMG/left_2016_12_01_13_33_03_473.jpg,0.3970138,0,False
1542, IMG/left_2016_12_01_13_33_03_574.jpg,0.38744520000000005,0,False
1546, IMG/right_2016_12_01_13_33_04_588.jpg,-0.1012604,0,False
1551, IMG/left_2016_12_01_13_33_04_789.jpg,0.35873960000000005,0,False
1553,IMG/center_2016_12_01_13_33_04_789.jpg,0.1287396,0,False
1557, IMG/left_2016_12_01_13_33_04_992.jpg,0.35873960000000005,0,False
1558, IMG/right_2016_12_01_13_33_04_992.jpg,-0.1012604,0,False
1560, IMG/left_2016_12_01_13_33_05_092.jpg,0.35873960000000005,0,False
1563, IMG/left_2016_12_01_13_33_05_194.jpg,0.35873960000000005,0,False
1566, IMG/left_2016_12_01_13_33_05_295.jpg,0.35873960000000005,0,False
